"","Sex","Happy_level","Year"
"9775","Male","Pretty happy",1980
"9776","Male","Pretty happy",1980
"9777","Male","Pretty happy",1980
"9778","Male","Very happy",1980
"9779","Male","Not too happy",1980
"9780","Female","Very happy",1980
"9781","Male","Pretty happy",1980
"9782","Female","Pretty happy",1980
"9783","Male","Not too happy",1980
"9784","Female","Pretty happy",1980
"9785","Female","Pretty happy",1980
"9786","Male","Pretty happy",1980
"9787","Male","Very happy",1980
"9788","Female","Pretty happy",1980
"9789","Male","Not too happy",1980
"9790","Male","Pretty happy",1980
"9791","Male","Very happy",1980
"9792","Female","Very happy",1980
"9793","Male","Pretty happy",1980
"9794","Female","Very happy",1980
"9795","Male","Very happy",1980
"9796","Male","Very happy",1980
"9797","Male","Pretty happy",1980
"9798","Male","Very happy",1980
"9799","Female","Pretty happy",1980
"9800","Male","Pretty happy",1980
"9801","Male","Pretty happy",1980
"9802","Male","Pretty happy",1980
"9803","Female","Very happy",1980
"9804","Male","Very happy",1980
"9805","Female","Pretty happy",1980
"9806","Female","Pretty happy",1980
"9807","Male","Pretty happy",1980
"9808","Female","Pretty happy",1980
"9809","Female","Very happy",1980
"9810","Male","Pretty happy",1980
"9811","Female","Very happy",1980
"9812","Female","Very happy",1980
"9813","Male","Very happy",1980
"9814","Male","Pretty happy",1980
"9815","Male","Pretty happy",1980
"9816","Male","Very happy",1980
"9817","Female","Pretty happy",1980
"9818","Male","Pretty happy",1980
"9819","Male","Pretty happy",1980
"9820","Male","Pretty happy",1980
"9821","Female","Not too happy",1980
"9822","Female","Very happy",1980
"9823","Female","Not too happy",1980
"9824","Male","Pretty happy",1980
"9825","Female","Pretty happy",1980
"9826","Female","Pretty happy",1980
"9827","Female","Not too happy",1980
"9828","Male","Pretty happy",1980
"9829","Male","Not too happy",1980
"9830","Male","Very happy",1980
"9831","Male","Pretty happy",1980
"9832","Male","Pretty happy",1980
"9833","Female","Not too happy",1980
"9834","Male","Very happy",1980
"9835","Male","Very happy",1980
"9836","Male","Pretty happy",1980
"9837","Female","Very happy",1980
"9838","Female","Pretty happy",1980
"9839","Female","Not too happy",1980
"9840","Female","Pretty happy",1980
"9841","Female","Not too happy",1980
"9842","Male","Not too happy",1980
"9843","Male","Pretty happy",1980
"9844","Female","Very happy",1980
"9845","Female","Pretty happy",1980
"9846","Female","Pretty happy",1980
"9847","Female","Pretty happy",1980
"9848","Male","Very happy",1980
"9849","Male","Pretty happy",1980
"9850","Male","Pretty happy",1980
"9851","Male","Pretty happy",1980
"9852","Female","Very happy",1980
"9853","Female","Pretty happy",1980
"9854","Male","Pretty happy",1980
"9855","Female","Pretty happy",1980
"9856","Female","Pretty happy",1980
"9857","Male","Pretty happy",1980
"9858","Male","Pretty happy",1980
"9859","Female","Pretty happy",1980
"9860","Female","Pretty happy",1980
"9861","Female","Very happy",1980
"9862","Female","Very happy",1980
"9863","Female","Pretty happy",1980
"9864","Female","Pretty happy",1980
"9865","Female","Very happy",1980
"9866","Female","Very happy",1980
"9867","Male","Pretty happy",1980
"9868","Female","Very happy",1980
"9869","Male","Very happy",1980
"9870","Female","Very happy",1980
"9871","Female","Not too happy",1980
"9872","Male","Not too happy",1980
"9873","Female","Pretty happy",1980
"9874","Female","Pretty happy",1980
"9875","Female","Very happy",1980
"9876","Male","Very happy",1980
"9877","Female","Very happy",1980
"9878","Male","Very happy",1980
"9879","Female","Pretty happy",1980
"9880","Male","Not too happy",1980
"9881","Female","Pretty happy",1980
"9882","Female","Very happy",1980
"9883","Male","Pretty happy",1980
"9884","Male","Pretty happy",1980
"9885","Male","Very happy",1980
"9886","Female","Pretty happy",1980
"9887","Female","Very happy",1980
"9888","Male","Very happy",1980
"9889","Male","Pretty happy",1980
"9890","Male","Pretty happy",1980
"9891","Female","Very happy",1980
"9892","Male","Pretty happy",1980
"9893","Male","Not too happy",1980
"9894","Male","Pretty happy",1980
"9895","Female","Not too happy",1980
"9896","Female","Not too happy",1980
"9897","Female","Pretty happy",1980
"9898","Male","Very happy",1980
"9899","Female","Pretty happy",1980
"9900","Female","Pretty happy",1980
"9901","Male","Pretty happy",1980
"9902","Male","Pretty happy",1980
"9903","Female","Pretty happy",1980
"9904","Male","Very happy",1980
"9905","Male","Pretty happy",1980
"9906","Female","Pretty happy",1980
"9907","Female","Pretty happy",1980
"9908","Female","Very happy",1980
"9909","Female","Not too happy",1980
"9910","Male","Pretty happy",1980
"9911","Female","Very happy",1980
"9912","Female","Very happy",1980
"9913","Male","Very happy",1980
"9914","Male","Pretty happy",1980
"9915","Male","Not too happy",1980
"9916","Female","Pretty happy",1980
"9917","Female","Very happy",1980
"9918","Male","Pretty happy",1980
"9919","Male","Not too happy",1980
"9920","Male","Pretty happy",1980
"9921","Male","Pretty happy",1980
"9922","Female","Pretty happy",1980
"9923","Female","Very happy",1980
"9924","Male","Pretty happy",1980
"9925","Female","Pretty happy",1980
"9926","Male","Pretty happy",1980
"9927","Female","Pretty happy",1980
"9928","Male","Pretty happy",1980
"9929","Female","Pretty happy",1980
"9930","Male","Pretty happy",1980
"9931","Female","Pretty happy",1980
"9932","Male","Pretty happy",1980
"9933","Male","Very happy",1980
"9934","Male","Pretty happy",1980
"9935","Female","Very happy",1980
"9936","Male","Pretty happy",1980
"9937","Male","Not too happy",1980
"9938","Male","Very happy",1980
"9939","Female","Pretty happy",1980
"9940","Male","Pretty happy",1980
"9941","Male","Very happy",1980
"9942","Female","Pretty happy",1980
"9943","Female","Pretty happy",1980
"9944","Male","Very happy",1980
"9945","Female","Very happy",1980
"9946","Male","Very happy",1980
"9947","Male","Very happy",1980
"9948","Female","Very happy",1980
"9949","Female","Very happy",1980
"9950","Male","Very happy",1980
"9951","Male","Pretty happy",1980
"9952","Female","Pretty happy",1980
"9953","Female","Pretty happy",1980
"9954","Male","Pretty happy",1980
"9955","Female","Pretty happy",1980
"9956","Female","Very happy",1980
"9957","Female","Pretty happy",1980
"9958","Male","Pretty happy",1980
"9959","Male","Pretty happy",1980
"9960","Male","Pretty happy",1980
"9961","Female","Pretty happy",1980
"9962","Male","Very happy",1980
"9963","Female","Very happy",1980
"9964","Male","Pretty happy",1980
"9965","Male","Very happy",1980
"9966","Female","Pretty happy",1980
"9967","Female","Not too happy",1980
"9968","Female","Pretty happy",1980
"9969","Male","Pretty happy",1980
"9970","Female","Very happy",1980
"9971","Female","Very happy",1980
"9972","Female","Pretty happy",1980
"9973","Male","Pretty happy",1980
"9974","Female","Pretty happy",1980
"9975","Male","Pretty happy",1980
"9976","Male","Not too happy",1980
"9977","Female","Very happy",1980
"9978","Male","Pretty happy",1980
"9979","Female","Pretty happy",1980
"9980","Female","Pretty happy",1980
"9981","Female","Pretty happy",1980
"9982","Female","Pretty happy",1980
"9983","Male","Very happy",1980
"9984","Female","Pretty happy",1980
"9985","Male","Pretty happy",1980
"9986","Male","Very happy",1980
"9987","Male","Not too happy",1980
"9988","Male","Very happy",1980
"9989","Male","Pretty happy",1980
"9990","Male","Not too happy",1980
"9991","Female","Very happy",1980
"9992","Male","Very happy",1980
"9993","Male","Pretty happy",1980
"9994","Female","Pretty happy",1980
"9995","Female","Pretty happy",1980
"9996","Female","Very happy",1980
"9997","Male","Very happy",1980
"9998","Male","Not too happy",1980
"9999","Male","Pretty happy",1980
"10000","Female","Very happy",1980
"10001","Female","Not too happy",1980
"10002","Male","Very happy",1980
"10003","Male","Pretty happy",1980
"10004","Male","Very happy",1980
"10005","Female","Very happy",1980
"10006","Female","Very happy",1980
"10007","Female","Not too happy",1980
"10008","Male","Pretty happy",1980
"10009","Female","Very happy",1980
"10010","Male","Pretty happy",1980
"10011","Female","Pretty happy",1980
"10012","Female","Very happy",1980
"10013","Female","Very happy",1980
"10014","Female","Pretty happy",1980
"10015","Female","Very happy",1980
"10016","Male","Pretty happy",1980
"10017","Male","Not too happy",1980
"10018","Female","Very happy",1980
"10019","Female","Pretty happy",1980
"10020","Male","Not too happy",1980
"10021","Male","Pretty happy",1980
"10022","Female","Pretty happy",1980
"10023","Male","Pretty happy",1980
"10024","Female","Very happy",1980
"10025","Male","Very happy",1980
"10026","Male","Not too happy",1980
"10027","Male","Not too happy",1980
"10028","Female","Not too happy",1980
"10029","Male","Pretty happy",1980
"10030","Male","Not too happy",1980
"10031","Female","Not too happy",1980
"10032","Male","Very happy",1980
"10033","Female","Very happy",1980
"10034","Male","Pretty happy",1980
"10035","Male","Pretty happy",1980
"10036","Female","Very happy",1980
"10037","Male","Pretty happy",1980
"10038","Female","Pretty happy",1980
"10039","Female","Very happy",1980
"10040","Female","Pretty happy",1980
"10041","Male","Pretty happy",1980
"10042","Female","Pretty happy",1980
"10043","Male","Pretty happy",1980
"10044","Male","Pretty happy",1980
"10045","Male","Pretty happy",1980
"10046","Male","Pretty happy",1980
"10047","Female","Pretty happy",1980
"10048","Female","Not too happy",1980
"10049","Female","Very happy",1980
"10050","Male","Very happy",1980
"10051","Male","Pretty happy",1980
"10052","Male","Pretty happy",1980
"10053","Male","Pretty happy",1980
"10054","Male","Pretty happy",1980
"10055","Female","Pretty happy",1980
"10056","Female","Pretty happy",1980
"10057","Male","Pretty happy",1980
"10058","Female","Very happy",1980
"10059","Male","Not too happy",1980
"10060","Male","Very happy",1980
"10061","Male","Pretty happy",1980
"10062","Male","Pretty happy",1980
"10063","Female","Not too happy",1980
"10064","Female","Pretty happy",1980
"10065","Female","Pretty happy",1980
"10066","Female","Pretty happy",1980
"10067","Female","Pretty happy",1980
"10068","Female","Not too happy",1980
"10069","Female","Pretty happy",1980
"10070","Female","Very happy",1980
"10071","Female","Very happy",1980
"10072","Female","Pretty happy",1980
"10073","Male","Very happy",1980
"10074","Female","Pretty happy",1980
"10075","Female","Pretty happy",1980
"10076","Male","Very happy",1980
"10077","Male","Pretty happy",1980
"10078","Male","Very happy",1980
"10079","Female","Pretty happy",1980
"10080","Male","Pretty happy",1980
"10081","Male","Pretty happy",1980
"10082","Female","Pretty happy",1980
"10083","Female","Very happy",1980
"10084","Female","Very happy",1980
"10085","Female","Very happy",1980
"10086","Male","Very happy",1980
"10087","Male","Pretty happy",1980
"10088","Male","Pretty happy",1980
"10089","Female","Very happy",1980
"10090","Female","Very happy",1980
"10091","Male","Very happy",1980
"10092","Male","Pretty happy",1980
"10093","Male","Pretty happy",1980
"10094","Female","Pretty happy",1980
"10095","Male","Very happy",1980
"10096","Female","Not too happy",1980
"10097","Female","Very happy",1980
"10098","Male","Pretty happy",1980
"10099","Female","Very happy",1980
"10100","Male","Very happy",1980
"10101","Female","Pretty happy",1980
"10102","Female","Very happy",1980
"10103","Male","Very happy",1980
"10104","Female","Very happy",1980
"10105","Male","Pretty happy",1980
"10106","Female","Very happy",1980
"10107","Male","Very happy",1980
"10108","Female","Not too happy",1980
"10109","Female","Not too happy",1980
"10110","Female","Pretty happy",1980
"10111","Female","Pretty happy",1980
"10112","Male","Not too happy",1980
"10113","Male","Pretty happy",1980
"10114","Female","Pretty happy",1980
"10115","Male","Pretty happy",1980
"10116","Male","Very happy",1980
"10117","Male","Not too happy",1980
"10118","Female","Very happy",1980
"10119","Male","Very happy",1980
"10120","Male","Pretty happy",1980
"10121","Female","Not too happy",1980
"10122","Male","Very happy",1980
"10123","Male","Very happy",1980
"10124","Male","Pretty happy",1980
"10125","Female","Pretty happy",1980
"10126","Male","Very happy",1980
"10127","Female","Pretty happy",1980
"10128","Female","Very happy",1980
"10129","Female","Pretty happy",1980
"10130","Female","Not too happy",1980
"10131","Male","Pretty happy",1980
"10132","Male","Pretty happy",1980
"10133","Male","Very happy",1980
"10134","Female","Pretty happy",1980
"10135","Male","Not too happy",1980
"10136","Male","Pretty happy",1980
"10137","Male","Pretty happy",1980
"10138","Male","Pretty happy",1980
"10139","Male","Not too happy",1980
"10140","Female","Pretty happy",1980
"10141","Female","Very happy",1980
"10142","Female","Not too happy",1980
"10143","Male","Pretty happy",1980
"10144","Female","Not too happy",1980
"10145","Male","Very happy",1980
"10146","Male","Pretty happy",1980
"10147","Female","Not too happy",1980
"10148","Female","Pretty happy",1980
"10149","Male","Not too happy",1980
"10150","Male","Pretty happy",1980
"10151","Male","Pretty happy",1980
"10152","Male","Pretty happy",1980
"10153","Male","Very happy",1980
"10154","Female","Very happy",1980
"10155","Female","Very happy",1980
"10156","Male","Very happy",1980
"10157","Female","Pretty happy",1980
"10158","Male","Pretty happy",1980
"10159","Female","Very happy",1980
"10160","Female","Not too happy",1980
"10161","Female","Pretty happy",1980
"10162","Female","Pretty happy",1980
"10163","Female","Pretty happy",1980
"10164","Female","Pretty happy",1980
"10165","Female","Very happy",1980
"10166","Male","Very happy",1980
"10167","Female","Pretty happy",1980
"10168","Male","Not too happy",1980
"10169","Female","Pretty happy",1980
"10170","Female","Very happy",1980
"10171","Female","Very happy",1980
"10172","Female","Very happy",1980
"10173","Male","Pretty happy",1980
"10174","Male","Pretty happy",1980
"10175","Female","Pretty happy",1980
"10176","Female","Not too happy",1980
"10177","Male","Not too happy",1980
"10178","Male","Very happy",1980
"10179","Female","Pretty happy",1980
"10180","Male","Not too happy",1980
"10181","Female","Very happy",1980
"10182","Male","Very happy",1980
"10183","Male","Very happy",1980
"10184","Male","Very happy",1980
"10185","Female","Not too happy",1980
"10186","Male","Not too happy",1980
"10187","Male","Not too happy",1980
"10188","Male","Very happy",1980
"10189","Male","Very happy",1980
"10190","Female","Very happy",1980
"10191","Male","Pretty happy",1980
"10192","Female","Pretty happy",1980
"10193","Female","Pretty happy",1980
"10194","Female","Not too happy",1980
"10195","Male","Pretty happy",1980
"10196","Female","Pretty happy",1980
"10197","Male","Pretty happy",1980
"10198","Female","Pretty happy",1980
"10199","Female","Pretty happy",1980
"10200","Female","Not too happy",1980
"10201","Female","Pretty happy",1980
"10202","Female","Pretty happy",1980
"10203","Female","Pretty happy",1980
"10204","Female","Not too happy",1980
"10205","Male","Very happy",1980
"10206","Female","Pretty happy",1980
"10207","Female","Pretty happy",1980
"10208","Male","Not too happy",1980
"10209","Female","Very happy",1980
