"","Degree","Happy_level","Year","Happy"
"13108","High school",1,1983,"Very happy"
"13109","Bachelor's",2,1983,"Pretty happy"
"13110","Graduate",1,1983,"Very happy"
"13111","Graduate",2,1983,"Pretty happy"
"13112","Graduate",2,1983,"Pretty happy"
"13113","Bachelor's",2,1983,"Pretty happy"
"13114","Graduate",1,1983,"Very happy"
"13115","Bachelor's",1,1983,"Very happy"
"13116","Bachelor's",1,1983,"Very happy"
"13117","Graduate",1,1983,"Very happy"
"13118","Bachelor's",3,1983,"Not too happy"
"13119","Graduate",2,1983,"Pretty happy"
"13120","High school",1,1983,"Very happy"
"13121","High school",1,1983,"Very happy"
"13122","High school",2,1983,"Pretty happy"
"13123","High school",1,1983,"Very happy"
"13124","High school",2,1983,"Pretty happy"
"13125","Less than high school",2,1983,"Pretty happy"
"13126","Less than high school",2,1983,"Pretty happy"
"13127","Less than high school",2,1983,"Pretty happy"
"13128","High school",3,1983,"Not too happy"
"13129","Bachelor's",1,1983,"Very happy"
